session_id,player_id,acquisition_channel,session_date,days_since_signup,game_category,device,session_minutes,bets_placed,net_revenue_usd
S003035,P100635,Paid Search,2025-05-30,0,Slots,iOS App,34,15,-48.95
S003036,P100636,Paid Social,2025-04-22,0,Bingo,iOS App,20,39,-132.62
S003037,P100636,Paid Social,2025-04-23,1,Bingo,Mobile Web,7,11,-46.05
S003038,P100636,Paid Social,2025-05-07,15,Sportsbook,iOS App,6,5,13.67
S003039,P100636,Paid Social,2025-05-09,17,Live Dealer,Mobile Web,9,17,-0.89
S003040,P100636,Paid Social,2025-05-23,31,Sportsbook,Desktop,51,82,-12.4
S003041,P100636,Paid Social,2025-05-25,33,Live Dealer,Android App,47,61,137.44
S003042,P100636,Paid Social,2025-05-26,34,Sportsbook,Android App,6,12,-10.44
S003043,P100636,Paid Social,2025-05-31,39,Live Dealer,Desktop,26,73,16.48
S003044,P100636,Paid Social,2025-06-05,44,Slots,Android App,47,31,101.3
S003045,P100636,Paid Social,2025-06-07,46,Bingo,Mobile Web,8,23,-15.15
S003046,P100636,Paid Social,2025-06-08,47,Sportsbook,Desktop,16,33,102.52
S003047,P100636,Paid Social,2025-06-10,49,Live Dealer,Desktop,11,13,-40.7
S003048,P100636,Paid Social,2025-06-12,51,Table Games,Android App,14,19,-5.81
S003049,P100636,Paid Social,2025-06-17,56,Table Games,Mobile Web,36,78,56.39
S003050,P100636,Paid Social,2025-06-19,58,Slots,iOS App,18,11,0.69
S003051,P100636,Paid Social,2025-06-24,63,Bingo,iOS App,37,112,410.04
S003052,P100636,Paid Social,2025-06-27,66,Table Games,Mobile Web,85,265,-219.48
S003053,P100636,Paid Social,2025-06-28,67,Table Games,Android App,67,159,388.27
S003054,P100636,Paid Social,2025-07-12,81,Live Dealer,Android App,10,26,0.14
S003055,P100636,Paid Social,2025-07-15,84,Slots,Desktop,20,57,135.81
S003056,P100636,Paid Social,2025-07-23,92,Slots,Mobile Web,27,78,363.47
S003057,P100637,Affiliate,2025-04-06,0,Live Dealer,Android App,17,35,12.49
S003058,P100637,Affiliate,2025-04-08,2,Sportsbook,Desktop,22,23,-77.98
S003059,P100637,Affiliate,2025-04-22,16,Bingo,Desktop,18,48,-14.37
S003060,P100637,Affiliate,2025-04-23,17,Bingo,Mobile Web,24,37,-10.96
S003061,P100638,Organic,2025-04-07,0,Sportsbook,Android App,27,84,96.2
S003062,P100638,Organic,2025-04-08,1,Live Dealer,iOS App,12,22,32.56
S003063,P100639,Organic,2025-01-01,0,Bingo,Desktop,43,59,33.22
S003064,P100639,Organic,2025-01-06,5,Bingo,iOS App,43,27,11.48
S003065,P100639,Organic,2025-01-07,6,Sportsbook,Desktop,14,42,11.01
S003066,P100640,Paid Search,2025-03-18,0,Bingo,Android App,9,21,-30.36
S003067,P100640,Paid Search,2025-03-20,2,Sportsbook,iOS App,3,8,-6.57
S003068,P100640,Paid Search,2025-04-03,16,Slots,iOS App,45,44,-11.1
S003069,P100640,Paid Search,2025-04-05,18,Slots,iOS App,7,17,27.81
S003070,P100640,Paid Search,2025-04-08,21,Table Games,Mobile Web,6,5,59.18
S003071,P100640,Paid Search,2025-04-09,22,Slots,Desktop,5,10,-17.91
S003072,P100640,Paid Search,2025-04-11,24,Live Dealer,Mobile Web,25,46,-29.71
S003073,P100640,Paid Search,2025-04-12,25,Sportsbook,Mobile Web,19,29,-49.58
S003074,P100640,Paid Search,2025-04-14,27,Bingo,iOS App,15,35,-14.89
S003075,P100640,Paid Search,2025-04-15,28,Table Games,Android App,42,92,-186.11
S003076,P100640,Paid Search,2025-04-29,42,Slots,Desktop,9,5,24.28
S003077,P100640,Paid Search,2025-05-13,56,Bingo,Desktop,23,54,502.68
S003078,P100640,Paid Search,2025-05-14,57,Sportsbook,iOS App,28,49,-13.06
S003079,P100640,Paid Search,2025-05-16,59,Slots,Desktop,17,52,-27.95
S003080,P100640,Paid Search,2025-05-19,62,Table Games,Mobile Web,20,17,-38.19
S003081,P100640,Paid Search,2025-05-20,63,Sportsbook,Desktop,11,8,-4.36
S003082,P100640,Paid Search,2025-05-23,66,Sportsbook,Desktop,5,4,1.65
S003083,P100641,Paid Social,2025-05-04,0,Bingo,Mobile Web,14,14,13.85
S003084,P100641,Paid Social,2025-05-06,2,Bingo,Android App,56,59,71.7
S003085,P100641,Paid Social,2025-05-08,4,Table Games,Desktop,13,6,9.01
S003086,P100641,Paid Social,2025-05-09,5,Slots,Mobile Web,34,85,210.47
S003087,P100641,Paid Social,2025-05-17,13,Table Games,Desktop,31,26,41.93
S003088,P100642,Retail Crossover,2025-02-07,0,Live Dealer,Android App,32,49,23.63
S003089,P100642,Retail Crossover,2025-02-09,2,Sportsbook,Mobile Web,67,156,305.16
S003090,P100643,Retail Crossover,2025-01-28,0,Sportsbook,Desktop,9,13,-4.77
S003091,P100644,Retail Crossover,2025-06-21,0,Slots,Mobile Web,7,15,11.86
S003092,P100645,Organic,2025-05-11,0,Slots,Desktop,10,22,62.16
S003093,P100646,Retail Crossover,2025-05-19,0,Live Dealer,Desktop,68,202,-783.03
S003094,P100647,Affiliate,2025-05-08,0,Slots,Desktop,47,55,131.29
S003095,P100648,Affiliate,2025-01-21,0,Slots,Mobile Web,16,33,-4.58
S003096,P100648,Affiliate,2025-02-04,14,Table Games,Mobile Web,8,17,-21.87
S003097,P100648,Affiliate,2025-02-09,19,Sportsbook,iOS App,11,19,16.79
S003098,P100648,Affiliate,2025-02-17,27,Sportsbook,Mobile Web,45,79,-225.58
S003099,P100648,Affiliate,2025-02-22,32,Sportsbook,iOS App,40,46,34.36
S003100,P100648,Affiliate,2025-03-02,40,Slots,Mobile Web,96,39,72.08
S003101,P100648,Affiliate,2025-03-05,43,Live Dealer,Android App,65,78,-67.11
S003102,P100648,Affiliate,2025-03-07,45,Table Games,iOS App,33,19,148.44
S003103,P100648,Affiliate,2025-03-10,48,Bingo,iOS App,15,24,85.16
S003104,P100648,Affiliate,2025-03-18,56,Table Games,Mobile Web,39,50,-36.56
S003105,P100648,Affiliate,2025-03-19,57,Live Dealer,Android App,7,13,4.85
S003106,P100648,Affiliate,2025-03-22,60,Table Games,Desktop,20,38,16.53
S003107,P100648,Affiliate,2025-04-05,74,Table Games,Android App,8,15,-59.28
S003108,P100648,Affiliate,2025-04-06,75,Bingo,iOS App,62,55,-121.61
S003109,P100648,Affiliate,2025-04-09,78,Slots,iOS App,9,26,313.56
S003110,P100648,Affiliate,2025-04-17,86,Table Games,Mobile Web,31,71,-323.54
S003111,P100648,Affiliate,2025-04-22,91,Table Games,Desktop,30,95,-548.72
S003112,P100648,Affiliate,2025-05-06,105,Live Dealer,Desktop,24,42,111.53
S003113,P100648,Affiliate,2025-05-07,106,Live Dealer,Mobile Web,31,35,73.43
S003114,P100649,Paid Social,2025-04-29,0,Table Games,iOS App,11,17,42.51
S003115,P100649,Paid Social,2025-05-01,2,Slots,Mobile Web,14,35,23.23
S003116,P100649,Paid Social,2025-05-04,5,Sportsbook,iOS App,25,33,1.19
S003117,P100650,Paid Search,2025-05-24,0,Slots,iOS App,39,83,333.21
S003118,P100650,Paid Search,2025-05-27,3,Sportsbook,Mobile Web,19,54,-361.76
S003119,P100650,Paid Search,2025-05-28,4,Slots,Android App,11,31,133.84
S003120,P100651,Paid Search,2025-01-03,0,Sportsbook,Mobile Web,34,20,40.56
S003121,P100651,Paid Search,2025-01-06,3,Sportsbook,Mobile Web,35,90,78.68
S003122,P100652,Paid Search,2025-02-23,0,Sportsbook,iOS App,10,21,23.81
S003123,P100652,Paid Search,2025-02-28,5,Slots,Android App,17,53,37.31
S003124,P100653,Affiliate,2025-02-11,0,Live Dealer,iOS App,67,139,7.91
S003125,P100654,Paid Social,2025-03-08,0,Bingo,Mobile Web,6,14,120.03
S003126,P100654,Paid Social,2025-03-11,3,Slots,iOS App,3,4,-7.77
S003127,P100654,Paid Social,2025-03-13,5,Bingo,iOS App,39,118,-13.0
S003128,P100654,Paid Social,2025-03-15,7,Slots,Desktop,53,54,-125.08
S003129,P100655,Paid Search,2025-04-15,0,Bingo,Desktop,25,14,9.25
S003130,P100655,Paid Search,2025-04-29,14,Bingo,Mobile Web,16,14,-5.63
S003131,P100655,Paid Search,2025-05-01,16,Bingo,Desktop,17,53,31.56
S003132,P100656,Affiliate,2025-04-12,0,Live Dealer,Mobile Web,22,31,63.47
S003133,P100656,Affiliate,2025-04-17,5,Live Dealer,Desktop,22,50,29.52
S003134,P100657,Paid Social,2025-04-11,0,Live Dealer,Desktop,15,39,-26.87
S003135,P100657,Paid Social,2025-04-14,3,Sportsbook,iOS App,27,34,5.18
S003136,P100658,Paid Search,2025-02-02,0,Live Dealer,Android App,12,32,73.8
S003137,P100659,Paid Social,2025-06-23,0,Live Dealer,iOS App,21,64,40.19
S003138,P100659,Paid Social,2025-06-24,1,Sportsbook,Desktop,39,118,821.91
S003139,P100660,Organic,2025-05-21,0,Live Dealer,Android App,26,68,-12.09
S003140,P100661,Retail Crossover,2025-04-27,0,Table Games,Android App,23,32,70.21
S003141,P100662,Organic,2025-05-10,0,Table Games,Desktop,12,19,-61.72
S003142,P100663,Organic,2025-05-02,0,Bingo,Mobile Web,3,6,-0.44
S003143,P100663,Organic,2025-05-04,2,Bingo,Android App,14,40,-165.43
S003144,P100664,Retail Crossover,2025-03-20,0,Bingo,Mobile Web,40,23,110.81
S003145,P100664,Retail Crossover,2025-03-21,1,Bingo,Android App,4,5,14.47
S003146,P100664,Retail Crossover,2025-03-22,2,Bingo,iOS App,71,177,41.12
S003147,P100664,Retail Crossover,2025-03-25,5,Bingo,Android App,13,10,58.87
S003148,P100664,Retail Crossover,2025-04-02,13,Sportsbook,Android App,14,11,16.37
S003149,P100664,Retail Crossover,2025-04-05,16,Bingo,Android App,19,50,205.74
S003150,P100664,Retail Crossover,2025-04-06,17,Sportsbook,Desktop,11,24,35.6
S003151,P100665,Organic,2025-02-15,0,Table Games,iOS App,11,6,28.94
S003152,P100665,Organic,2025-02-16,1,Live Dealer,Desktop,6,16,9.72
S003153,P100666,Paid Search,2025-01-19,0,Table Games,Desktop,13,36,-383.26
S003154,P100667,Retail Crossover,2025-05-13,0,Slots,Mobile Web,25,73,290.63
S003155,P100667,Retail Crossover,2025-05-18,5,Slots,Desktop,19,43,-48.29
S003156,P100667,Retail Crossover,2025-05-23,10,Slots,Desktop,10,10,7.57
S003157,P100667,Retail Crossover,2025-05-25,12,Table Games,Desktop,12,33,37.83
S003158,P100667,Retail Crossover,2025-05-26,13,Bingo,Mobile Web,43,117,324.01
S003159,P100667,Retail Crossover,2025-06-03,21,Bingo,Android App,22,10,41.45
S003160,P100668,Organic,2025-04-11,0,Sportsbook,Android App,25,54,335.62
S003161,P100669,Organic,2025-02-13,0,Slots,Mobile Web,26,74,1.34
S003162,P100670,Paid Social,2025-03-10,0,Bingo,Android App,28,18,-5.21
S003163,P100670,Paid Social,2025-03-15,5,Sportsbook,Mobile Web,15,44,31.27
S003164,P100671,Paid Search,2025-01-22,0,Table Games,Android App,7,4,-14.79
S003165,P100671,Paid Search,2025-01-25,3,Bingo,Mobile Web,9,25,42.17
S003166,P100671,Paid Search,2025-02-02,11,Live Dealer,Android App,6,18,18.35
S003167,P100671,Paid Search,2025-02-03,12,Slots,Desktop,4,7,23.32
S003168,P100671,Paid Search,2025-02-11,20,Table Games,Desktop,34,57,142.12
S003169,P100671,Paid Search,2025-02-12,21,Slots,Desktop,49,116,-312.26
S003170,P100671,Paid Search,2025-02-17,26,Slots,Android App,17,43,-157.72
S003171,P100671,Paid Search,2025-02-19,28,Table Games,Android App,50,131,527.9
S003172,P100671,Paid Search,2025-02-24,33,Table Games,Android App,91,42,90.85
S003173,P100671,Paid Search,2025-02-25,34,Bingo,Mobile Web,17,52,-25.34
S003174,P100671,Paid Search,2025-02-26,35,Slots,Mobile Web,11,25,-10.76
S003175,P100672,Organic,2025-06-05,0,Table Games,Mobile Web,91,159,117.88
S003176,P100673,Paid Search,2025-06-30,0,Live Dealer,Desktop,15,16,3.47
S003177,P100673,Paid Search,2025-07-01,1,Slots,Android App,52,57,-152.45
S003178,P100673,Paid Search,2025-07-03,3,Bingo,Mobile Web,61,172,67.25
S003179,P100673,Paid Search,2025-07-04,4,Slots,Android App,35,111,-20.15
S003180,P100674,Retail Crossover,2025-02-12,0,Table Games,Android App,11,29,-39.74
S003181,P100675,Retail Crossover,2025-02-23,0,Bingo,Android App,38,74,7.98
S003182,P100675,Retail Crossover,2025-02-24,1,Bingo,iOS App,35,84,-311.47
S003183,P100675,Retail Crossover,2025-03-01,6,Sportsbook,Android App,19,54,139.43
S003184,P100676,Paid Search,2025-06-12,0,Table Games,Desktop,35,93,12.16
S003185,P100677,Retail Crossover,2025-01-15,0,Table Games,iOS App,14,10,5.37
S003186,P100677,Retail Crossover,2025-01-17,2,Sportsbook,Mobile Web,20,15,14.9
S003187,P100677,Retail Crossover,2025-01-18,3,Table Games,iOS App,25,17,114.67
S003188,P100678,Organic,2025-03-03,0,Slots,Desktop,20,30,60.46
S003189,P100678,Organic,2025-03-04,1,Bingo,Mobile Web,19,50,30.84
S003190,P100679,Paid Search,2025-04-14,0,Bingo,iOS App,69,174,-20.63
S003191,P100679,Paid Search,2025-04-16,2,Slots,Android App,27,49,108.96
S003192,P100680,Paid Social,2025-02-09,0,Bingo,Android App,17,25,275.32
S003193,P100681,Retail Crossover,2025-04-26,0,Table Games,iOS App,86,260,566.9
S003194,P100681,Retail Crossover,2025-04-29,3,Table Games,iOS App,47,20,-18.38
S003195,P100682,Affiliate,2025-02-22,0,Table Games,Mobile Web,16,9,6.87
S003196,P100683,Retail Crossover,2025-03-24,0,Sportsbook,iOS App,5,6,-3.05
S003197,P100683,Retail Crossover,2025-03-29,5,Bingo,Android App,33,15,6.98
S003198,P100683,Retail Crossover,2025-04-01,8,Sportsbook,Desktop,7,7,24.79
S003199,P100684,Retail Crossover,2025-02-19,0,Sportsbook,Desktop,36,82,-369.72
S003200,P100684,Retail Crossover,2025-03-05,14,Live Dealer,iOS App,28,15,-1.71
S003201,P100684,Retail Crossover,2025-03-06,15,Bingo,Desktop,15,22,-68.34
S003202,P100684,Retail Crossover,2025-03-07,16,Bingo,iOS App,11,29,32.12
S003203,P100685,Retail Crossover,2025-05-28,0,Sportsbook,Mobile Web,13,30,37.82
S003204,P100685,Retail Crossover,2025-05-30,2,Live Dealer,Desktop,24,75,89.55
S003205,P100685,Retail Crossover,2025-06-01,4,Table Games,Android App,19,16,-28.66
S003206,P100685,Retail Crossover,2025-06-02,5,Live Dealer,iOS App,29,91,-17.28
S003207,P100685,Retail Crossover,2025-06-05,8,Bingo,iOS App,9,22,5.22
S003208,P100686,Affiliate,2025-06-08,0,Sportsbook,Desktop,25,40,-68.73
S003209,P100686,Affiliate,2025-06-13,5,Live Dealer,Android App,22,8,-32.84
S003210,P100686,Affiliate,2025-06-18,10,Table Games,Android App,6,14,-35.66
S003211,P100687,Organic,2025-03-12,0,Bingo,Mobile Web,10,11,-7.77
S003212,P100687,Organic,2025-03-14,2,Sportsbook,Mobile Web,14,41,-156.61
S003213,P100687,Organic,2025-03-19,7,Live Dealer,iOS App,4,8,-2.42
S003214,P100687,Organic,2025-03-24,12,Live Dealer,iOS App,28,54,146.24
S003215,P100687,Organic,2025-04-01,20,Slots,Desktop,12,37,459.86
S003216,P100688,Retail Crossover,2025-02-03,0,Live Dealer,iOS App,18,29,-62.31
S003217,P100688,Retail Crossover,2025-02-04,1,Slots,Android App,19,27,-12.05
S003218,P100689,Retail Crossover,2025-06-30,0,Live Dealer,Desktop,56,41,43.73
S003219,P100690,Paid Social,2025-03-09,0,Table Games,iOS App,12,28,3.06
S003220,P100690,Paid Social,2025-03-17,8,Live Dealer,Mobile Web,26,74,196.12
S003221,P100690,Paid Social,2025-03-25,16,Sportsbook,Mobile Web,13,32,7.37
S003222,P100690,Paid Social,2025-03-27,18,Table Games,iOS App,6,5,-5.57
S003223,P100690,Paid Social,2025-03-30,21,Table Games,iOS App,26,76,184.69
S003224,P100690,Paid Social,2025-04-01,23,Live Dealer,iOS App,24,46,209.18
S003225,P100690,Paid Social,2025-04-02,24,Slots,Mobile Web,6,14,-1.48
S003226,P100690,Paid Social,2025-04-07,29,Sportsbook,iOS App,13,33,-59.61
S003227,P100690,Paid Social,2025-04-08,30,Bingo,Mobile Web,25,38,-37.36
S003228,P100691,Paid Social,2025-01-25,0,Live Dealer,Mobile Web,40,76,8.09
S003229,P100691,Paid Social,2025-02-02,8,Slots,Android App,34,78,-348.29
S003230,P100691,Paid Social,2025-02-03,9,Bingo,Android App,21,12,-26.87
S003231,P100691,Paid Social,2025-02-04,10,Bingo,Mobile Web,4,10,75.31
S003232,P100692,Paid Search,2025-06-14,0,Live Dealer,iOS App,30,80,1.67
S003233,P100692,Paid Search,2025-06-15,1,Live Dealer,Desktop,11,8,-7.02
S003234,P100692,Paid Search,2025-06-16,2,Table Games,Mobile Web,33,50,-83.05
S003235,P100692,Paid Search,2025-06-30,16,Table Games,Desktop,15,16,118.05
S003236,P100692,Paid Search,2025-07-02,18,Live Dealer,Android App,22,41,-15.24
S003237,P100692,Paid Search,2025-07-05,21,Sportsbook,Desktop,19,34,40.78
S003238,P100692,Paid Search,2025-07-06,22,Live Dealer,Android App,10,16,-47.72
S003239,P100692,Paid Search,2025-07-07,23,Bingo,iOS App,11,6,3.09
S003240,P100692,Paid Search,2025-07-09,25,Table Games,Desktop,18,56,-255.43
S003241,P100692,Paid Search,2025-07-12,28,Sportsbook,Mobile Web,13,36,48.51
S003242,P100692,Paid Search,2025-07-20,36,Table Games,Android App,11,6,-6.04
S003243,P100692,Paid Search,2025-07-28,44,Bingo,Mobile Web,7,9,-10.24
S003244,P100692,Paid Search,2025-08-05,52,Live Dealer,iOS App,41,29,-138.69
S003245,P100692,Paid Search,2025-08-10,57,Sportsbook,Android App,12,24,125.99
S003246,P100692,Paid Search,2025-08-13,60,Sportsbook,Android App,27,69,16.4
S003247,P100692,Paid Search,2025-08-18,65,Table Games,iOS App,8,12,-3.98
S003248,P100692,Paid Search,2025-08-23,70,Live Dealer,Desktop,51,126,15.94
S003249,P100693,Paid Search,2025-01-03,0,Live Dealer,iOS App,38,93,217.96
S003250,P100693,Paid Search,2025-01-08,5,Table Games,Desktop,45,116,-202.62
S003251,P100694,Retail Crossover,2025-04-20,0,Live Dealer,Mobile Web,45,102,564.25
S003252,P100694,Retail Crossover,2025-04-21,1,Slots,Android App,87,256,361.2
S003253,P100694,Retail Crossover,2025-04-24,4,Bingo,Desktop,3,9,2.72
S003254,P100694,Retail Crossover,2025-05-02,12,Bingo,Desktop,51,117,62.76
S003255,P100694,Retail Crossover,2025-05-16,26,Bingo,Mobile Web,28,38,0.23
S003256,P100695,Retail Crossover,2025-05-13,0,Slots,Desktop,4,11,20.57
S003257,P100695,Retail Crossover,2025-05-16,3,Slots,Mobile Web,12,13,17.23
S003258,P100695,Retail Crossover,2025-05-21,8,Slots,Desktop,14,7,-31.54
S003259,P100696,Organic,2025-01-27,0,Bingo,Android App,72,208,189.98
S003260,P100697,Affiliate,2025-05-19,0,Table Games,Mobile Web,8,9,-20.91
S003261,P100698,Retail Crossover,2025-02-25,0,Sportsbook,Mobile Web,21,50,212.77
S003262,P100698,Retail Crossover,2025-03-02,5,Bingo,iOS App,58,65,543.68
S003263,P100698,Retail Crossover,2025-03-10,13,Live Dealer,Mobile Web,12,23,117.35
S003264,P100699,Retail Crossover,2025-01-25,0,Live Dealer,Mobile Web,6,7,8.66
S003265,P100699,Retail Crossover,2025-01-27,2,Bingo,Desktop,15,35,-27.75
S003266,P100699,Retail Crossover,2025-02-01,7,Live Dealer,Desktop,54,41,-21.94
S003267,P100699,Retail Crossover,2025-02-02,8,Bingo,Android App,25,13,43.41
S003268,P100700,Retail Crossover,2025-06-30,0,Bingo,Desktop,38,71,-308.96
S003269,P100700,Retail Crossover,2025-07-01,1,Live Dealer,Android App,10,25,79.58
S003270,P100701,Organic,2025-01-04,0,Sportsbook,Android App,54,79,-526.72
S003271,P100701,Organic,2025-01-05,1,Table Games,Desktop,44,30,124.69
S003272,P100701,Organic,2025-01-13,9,Bingo,Desktop,13,29,-51.37
S003273,P100701,Organic,2025-01-15,11,Live Dealer,Android App,28,55,-269.3
S003274,P100701,Organic,2025-01-16,12,Bingo,Desktop,34,24,95.54
S003275,P100701,Organic,2025-01-21,17,Live Dealer,Desktop,24,43,35.55
S003276,P100701,Organic,2025-01-22,18,Bingo,iOS App,28,47,7.27
S003277,P100701,Organic,2025-01-25,21,Slots,iOS App,29,45,48.01
S003278,P100701,Organic,2025-01-30,26,Sportsbook,Mobile Web,9,6,20.28
S003279,P100701,Organic,2025-02-13,40,Sportsbook,Mobile Web,6,3,6.13
S003280,P100701,Organic,2025-02-16,43,Bingo,Desktop,28,42,-68.09
S003281,P100701,Organic,2025-02-18,45,Table Games,Mobile Web,13,8,7.57
S003282,P100701,Organic,2025-02-26,53,Slots,Mobile Web,16,9,7.07
S003283,P100701,Organic,2025-03-01,56,Bingo,Desktop,50,159,-413.48
S003284,P100702,Organic,2025-01-09,0,Sportsbook,iOS App,7,10,-14.17
S003285,P100702,Organic,2025-01-11,2,Live Dealer,iOS App,101,133,245.1
S003286,P100702,Organic,2025-01-12,3,Bingo,Mobile Web,44,39,150.38
S003287,P100702,Organic,2025-01-14,5,Slots,Android App,26,11,37.17
S003288,P100703,Retail Crossover,2025-03-08,0,Sportsbook,iOS App,29,32,-78.99
S003289,P100703,Retail Crossover,2025-03-09,1,Table Games,Mobile Web,16,14,18.24
S003290,P100704,Retail Crossover,2025-01-26,0,Bingo,Android App,16,23,47.99
S003291,P100704,Retail Crossover,2025-02-09,14,Bingo,iOS App,17,15,-22.49
S003292,P100704,Retail Crossover,2025-02-23,28,Table Games,iOS App,25,63,-140.12
S003293,P100704,Retail Crossover,2025-03-09,42,Table Games,Mobile Web,13,20,18.23
S003294,P100704,Retail Crossover,2025-03-11,44,Live Dealer,Desktop,21,34,-80.34
S003295,P100704,Retail Crossover,2025-03-13,46,Sportsbook,Desktop,26,40,0.2
S003296,P100704,Retail Crossover,2025-03-21,54,Live Dealer,Android App,8,6,15.17
S003297,P100704,Retail Crossover,2025-03-22,55,Table Games,Android App,20,18,14.71
S003298,P100704,Retail Crossover,2025-03-24,57,Live Dealer,Desktop,33,53,-626.05
S003299,P100704,Retail Crossover,2025-03-26,59,Live Dealer,Mobile Web,14,43,-12.72
S003300,P100704,Retail Crossover,2025-04-03,67,Bingo,iOS App,6,9,-5.36
S003301,P100704,Retail Crossover,2025-04-17,81,Sportsbook,Android App,13,8,8.14
S003302,P100704,Retail Crossover,2025-04-18,82,Sportsbook,Desktop,7,14,-36.18
S003303,P100704,Retail Crossover,2025-04-19,83,Sportsbook,Desktop,72,32,0.77
S003304,P100704,Retail Crossover,2025-05-03,97,Table Games,Mobile Web,5,2,0.07
S003305,P100704,Retail Crossover,2025-05-06,100,Table Games,Android App,32,66,-369.61
S003306,P100704,Retail Crossover,2025-05-20,114,Sportsbook,Android App,67,32,30.3
S003307,P100704,Retail Crossover,2025-05-23,117,Table Games,Android App,10,22,-12.23
S003308,P100704,Retail Crossover,2025-05-24,118,Slots,Desktop,46,131,79.57
S003309,P100704,Retail Crossover,2025-05-25,119,Live Dealer,Desktop,10,24,-112.77
S003310,P100704,Retail Crossover,2025-05-28,122,Sportsbook,Mobile Web,25,22,51.63
S003311,P100704,Retail Crossover,2025-05-29,123,Bingo,iOS App,16,42,-112.02
S003312,P100704,Retail Crossover,2025-05-31,125,Table Games,Desktop,22,34,86.8
S003313,P100704,Retail Crossover,2025-06-14,139,Table Games,Mobile Web,9,26,5.63
S003314,P100704,Retail Crossover,2025-06-16,141,Sportsbook,Android App,15,19,9.96
S003315,P100704,Retail Crossover,2025-06-17,142,Table Games,iOS App,12,38,-10.48
S003316,P100705,Paid Search,2025-02-20,0,Live Dealer,Android App,45,31,128.46
S003317,P100705,Paid Search,2025-02-23,3,Table Games,Mobile Web,50,125,30.9
S003318,P100705,Paid Search,2025-03-03,11,Slots,iOS App,14,30,102.86
S003319,P100705,Paid Search,2025-03-06,14,Live Dealer,Desktop,22,54,-2.82
S003320,P100705,Paid Search,2025-03-14,22,Slots,Mobile Web,54,53,-29.61
S003321,P100706,Organic,2025-05-28,0,Live Dealer,Mobile Web,21,28,46.34
S003322,P100706,Organic,2025-06-02,5,Live Dealer,Desktop,14,14,79.42
S003323,P100706,Organic,2025-06-04,7,Table Games,Desktop,36,65,99.81
S003324,P100706,Organic,2025-06-05,8,Table Games,iOS App,13,22,-26.89
S003325,P100706,Organic,2025-06-06,9,Live Dealer,Mobile Web,38,95,-40.85
S003326,P100706,Organic,2025-06-08,11,Live Dealer,Android App,18,24,-20.71
S003327,P100706,Organic,2025-06-10,13,Table Games,iOS App,47,35,100.82
S003328,P100706,Organic,2025-06-15,18,Bingo,iOS App,54,130,580.6
S003329,P100706,Organic,2025-06-18,21,Table Games,Desktop,31,48,-88.04
S003330,P100706,Organic,2025-06-26,29,Live Dealer,Android App,20,60,126.0
S003331,P100706,Organic,2025-06-27,30,Live Dealer,Mobile Web,30,14,27.77
S003332,P100707,Affiliate,2025-06-07,0,Slots,Desktop,13,22,25.87
S003333,P100708,Paid Search,2025-05-28,0,Sportsbook,Mobile Web,16,36,35.94
S003334,P100708,Paid Search,2025-05-29,1,Slots,Mobile Web,3,6,-7.74
S003335,P100709,Paid Social,2025-06-27,0,Slots,iOS App,23,55,7.33
S003336,P100709,Paid Social,2025-07-05,8,Slots,Desktop,14,26,47.47
S003337,P100709,Paid Social,2025-07-10,13,Live Dealer,iOS App,54,72,-416.94
S003338,P100709,Paid Social,2025-07-13,16,Bingo,Android App,14,32,-9.81
S003339,P100709,Paid Social,2025-07-18,21,Table Games,Android App,25,38,57.33
S003340,P100709,Paid Social,2025-07-23,26,Table Games,Desktop,41,67,-4.51
S003341,P100709,Paid Social,2025-07-24,27,Slots,Android App,26,71,12.86
S003342,P100709,Paid Social,2025-08-01,35,Live Dealer,Mobile Web,10,14,40.15
S003343,P100709,Paid Social,2025-08-03,37,Bingo,iOS App,45,40,75.65
S003344,P100709,Paid Social,2025-08-11,45,Bingo,Desktop,14,33,-11.97
S003345,P100709,Paid Social,2025-08-25,59,Sportsbook,iOS App,48,76,6.74
S003346,P100710,Paid Social,2025-01-30,0,Live Dealer,Mobile Web,62,164,-642.32
S003347,P100710,Paid Social,2025-02-01,2,Live Dealer,Mobile Web,10,19,-2.23
S003348,P100710,Paid Social,2025-02-03,4,Bingo,Mobile Web,30,86,116.93
S003349,P100711,Paid Social,2025-05-26,0,Slots,Mobile Web,12,26,112.2
S003350,P100711,Paid Social,2025-05-28,2,Table Games,iOS App,23,14,4.14
S003351,P100711,Paid Social,2025-05-29,3,Slots,iOS App,20,51,-111.45
S003352,P100711,Paid Social,2025-06-01,6,Table Games,Desktop,38,119,-152.8
S003353,P100711,Paid Social,2025-06-06,11,Slots,Mobile Web,17,39,-21.99
S003354,P100711,Paid Social,2025-06-08,13,Live Dealer,Desktop,27,60,-83.27
S003355,P100711,Paid Social,2025-06-11,16,Bingo,Mobile Web,20,39,-11.61
S003356,P100711,Paid Social,2025-06-25,30,Slots,iOS App,21,45,83.79
S003357,P100712,Paid Social,2025-06-21,0,Bingo,iOS App,28,18,15.52
S003358,P100712,Paid Social,2025-06-29,8,Table Games,Mobile Web,60,106,149.28
S003359,P100712,Paid Social,2025-07-13,22,Slots,Android App,17,22,147.84
S003360,P100712,Paid Social,2025-07-27,36,Slots,Desktop,16,28,-3.28
S003361,P100712,Paid Social,2025-08-10,50,Slots,Android App,7,10,28.55
